exception_type,policy_id,insurer,commission_due_date,expected_amount,received_date,received_amount,notes
Late,MA-POL1026,Manulife,2025-05-16,13370.67,,,"DPD=136, Confidence=0.00"
Late,MA-POL1027,Manulife,2025-06-18,15695.4,,,"DPD=103, Confidence=0.00"
Late,MA-POL1027,Manulife,2025-06-18,15695.4,,,"DPD=103, Confidence=0.00"
Late,MA-POL1027,Manulife,2025-06-18,15695.4,,,"DPD=103, Confidence=0.00"
Late,MA-POL1027,Manulife,2025-06-18,15695.4,,,"DPD=103, Confidence=0.00"
Late,MA-POL1027,Manulife,2025-06-18,15695.4,,,"DPD=103, Confidence=0.00"
Late,MA-POL1027,Manulife,2025-06-18,15695.4,,,"DPD=103, Confidence=0.00"
Late,MA-POL1027,Manulife,2025-06-18,15695.4,,,"DPD=103, Confidence=0.00"
Late,MA-POL1027,Manulife,2025-06-18,15695.4,,,"DPD=103, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-01-14,21358.4,,,"DPD=258, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-01-14,21358.4,,,"DPD=258, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-01-14,21358.4,,,"DPD=258, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-01-14,21358.4,,,"DPD=258, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-01-14,21358.4,,,"DPD=258, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-01-14,21358.4,,,"DPD=258, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-01-14,21358.4,,,"DPD=258, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-01-14,21358.4,,,"DPD=258, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-02-18,16006.31,,,"DPD=223, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-02-18,16006.31,,,"DPD=223, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-02-18,16006.31,,,"DPD=223, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-02-18,16006.31,,,"DPD=223, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-02-18,16006.31,,,"DPD=223, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-02-18,16006.31,,,"DPD=223, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-02-18,16006.31,,,"DPD=223, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-02-18,16006.31,,,"DPD=223, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-03-12,10600.02,,,"DPD=201, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-03-12,10600.02,,,"DPD=201, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-03-12,10600.02,,,"DPD=201, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-03-12,10600.02,,,"DPD=201, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-03-12,10600.02,,,"DPD=201, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-03-12,10600.02,,,"DPD=201, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-03-12,10600.02,,,"DPD=201, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-03-12,10600.02,,,"DPD=201, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-04-12,14405.72,,,"DPD=170, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-04-12,14405.72,,,"DPD=170, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-04-12,14405.72,,,"DPD=170, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-04-12,14405.72,,,"DPD=170, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-04-12,14405.72,,,"DPD=170, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-04-12,14405.72,,,"DPD=170, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-04-12,14405.72,,,"DPD=170, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-04-12,14405.72,,,"DPD=170, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-05-18,23125.35,,,"DPD=134, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-05-18,23125.35,,,"DPD=134, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-05-18,23125.35,,,"DPD=134, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-05-18,23125.35,,,"DPD=134, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-05-18,23125.35,,,"DPD=134, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-05-18,23125.35,,,"DPD=134, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-05-18,23125.35,,,"DPD=134, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-05-18,23125.35,,,"DPD=134, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-06-19,9455.59,,,"DPD=102, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-06-19,9455.59,,,"DPD=102, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-06-19,9455.59,,,"DPD=102, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-06-19,9455.59,,,"DPD=102, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-06-19,9455.59,,,"DPD=102, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-06-19,9455.59,,,"DPD=102, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-06-19,9455.59,,,"DPD=102, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-06-19,9455.59,,,"DPD=102, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-07-10,4572.96,,,"DPD=81, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-07-10,4572.96,,,"DPD=81, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-07-10,4572.96,,,"DPD=81, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-07-10,4572.96,,,"DPD=81, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-07-10,4572.96,,,"DPD=81, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-07-10,4572.96,,,"DPD=81, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-07-10,4572.96,,,"DPD=81, Confidence=0.00"
Late,SU-POL1005,Sun Life,2025-07-10,4572.96,,,"DPD=81, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-01-16,18748.91,,,"DPD=256, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-01-16,18748.91,,,"DPD=256, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-01-16,18748.91,,,"DPD=256, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-01-16,18748.91,,,"DPD=256, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-01-16,18748.91,,,"DPD=256, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-01-16,18748.91,,,"DPD=256, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-01-16,18748.91,,,"DPD=256, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-01-16,18748.91,,,"DPD=256, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-02-11,7719.1,,,"DPD=230, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-02-11,7719.1,,,"DPD=230, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-02-11,7719.1,,,"DPD=230, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-02-11,7719.1,,,"DPD=230, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-02-11,7719.1,,,"DPD=230, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-02-11,7719.1,,,"DPD=230, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-02-11,7719.1,,,"DPD=230, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-02-11,7719.1,,,"DPD=230, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-03-13,14334.57,,,"DPD=200, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-03-13,14334.57,,,"DPD=200, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-03-13,14334.57,,,"DPD=200, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-03-13,14334.57,,,"DPD=200, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-03-13,14334.57,,,"DPD=200, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-03-13,14334.57,,,"DPD=200, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-03-13,14334.57,,,"DPD=200, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-03-13,14334.57,,,"DPD=200, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-04-12,11703.28,,,"DPD=170, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-04-12,11703.28,,,"DPD=170, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-04-12,11703.28,,,"DPD=170, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-04-12,11703.28,,,"DPD=170, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-04-12,11703.28,,,"DPD=170, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-04-12,11703.28,,,"DPD=170, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-04-12,11703.28,,,"DPD=170, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-04-12,11703.28,,,"DPD=170, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-05-14,12640.45,,,"DPD=138, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-05-14,12640.45,,,"DPD=138, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-05-14,12640.45,,,"DPD=138, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-05-14,12640.45,,,"DPD=138, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-05-14,12640.45,,,"DPD=138, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-05-14,12640.45,,,"DPD=138, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-05-14,12640.45,,,"DPD=138, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-05-14,12640.45,,,"DPD=138, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-06-11,12192.01,,,"DPD=110, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-06-11,12192.01,,,"DPD=110, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-06-11,12192.01,,,"DPD=110, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-06-11,12192.01,,,"DPD=110, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-06-11,12192.01,,,"DPD=110, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-06-11,12192.01,,,"DPD=110, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-06-11,12192.01,,,"DPD=110, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-06-11,12192.01,,,"DPD=110, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-07-18,4251.9,,,"DPD=73, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-07-18,4251.9,,,"DPD=73, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-07-18,4251.9,,,"DPD=73, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-07-18,4251.9,,,"DPD=73, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-07-18,4251.9,,,"DPD=73, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-07-18,4251.9,,,"DPD=73, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-07-18,4251.9,,,"DPD=73, Confidence=0.00"
Late,SU-POL1010,Sun Life,2025-07-18,4251.9,,,"DPD=73, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-01-17,5560.33,,,"DPD=255, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-01-17,5560.33,,,"DPD=255, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-01-17,5560.33,,,"DPD=255, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-01-17,5560.33,,,"DPD=255, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-01-17,5560.33,,,"DPD=255, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-01-17,5560.33,,,"DPD=255, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-01-17,5560.33,,,"DPD=255, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-01-17,5560.33,,,"DPD=255, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-02-14,7007.12,,,"DPD=227, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-02-14,7007.12,,,"DPD=227, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-02-14,7007.12,,,"DPD=227, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-02-14,7007.12,,,"DPD=227, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-02-14,7007.12,,,"DPD=227, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-02-14,7007.12,,,"DPD=227, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-02-14,7007.12,,,"DPD=227, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-02-14,7007.12,,,"DPD=227, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-03-10,15321.15,,,"DPD=203, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-03-10,15321.15,,,"DPD=203, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-03-10,15321.15,,,"DPD=203, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-03-10,15321.15,,,"DPD=203, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-03-10,15321.15,,,"DPD=203, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-03-10,15321.15,,,"DPD=203, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-03-10,15321.15,,,"DPD=203, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-03-10,15321.15,,,"DPD=203, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-04-18,3402.02,,,"DPD=164, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-04-18,3402.02,,,"DPD=164, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-04-18,3402.02,,,"DPD=164, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-04-18,3402.02,,,"DPD=164, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-04-18,3402.02,,,"DPD=164, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-04-18,3402.02,,,"DPD=164, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-04-18,3402.02,,,"DPD=164, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-04-18,3402.02,,,"DPD=164, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-05-15,3314.8,,,"DPD=137, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-05-15,3314.8,,,"DPD=137, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-05-15,3314.8,,,"DPD=137, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-05-15,3314.8,,,"DPD=137, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-05-15,3314.8,,,"DPD=137, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-05-15,3314.8,,,"DPD=137, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-05-15,3314.8,,,"DPD=137, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-05-15,3314.8,,,"DPD=137, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-06-19,12966.14,,,"DPD=102, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-06-19,12966.14,,,"DPD=102, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-06-19,12966.14,,,"DPD=102, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-06-19,12966.14,,,"DPD=102, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-06-19,12966.14,,,"DPD=102, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-06-19,12966.14,,,"DPD=102, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-06-19,12966.14,,,"DPD=102, Confidence=0.00"
Late,SU-POL1012,Sun Life,2025-06-19,12966.14,,,"DPD=102, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-01-18,13236.23,,,"DPD=254, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-01-18,13236.23,,,"DPD=254, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-01-18,13236.23,,,"DPD=254, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-01-18,13236.23,,,"DPD=254, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-01-18,13236.23,,,"DPD=254, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-01-18,13236.23,,,"DPD=254, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-01-18,13236.23,,,"DPD=254, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-01-18,13236.23,,,"DPD=254, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-02-10,4122.86,,,"DPD=231, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-02-10,4122.86,,,"DPD=231, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-02-10,4122.86,,,"DPD=231, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-02-10,4122.86,,,"DPD=231, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-02-10,4122.86,,,"DPD=231, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-02-10,4122.86,,,"DPD=231, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-02-10,4122.86,,,"DPD=231, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-02-10,4122.86,,,"DPD=231, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-03-16,21075.01,,,"DPD=197, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-03-16,21075.01,,,"DPD=197, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-03-16,21075.01,,,"DPD=197, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-03-16,21075.01,,,"DPD=197, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-03-16,21075.01,,,"DPD=197, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-03-16,21075.01,,,"DPD=197, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-03-16,21075.01,,,"DPD=197, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-03-16,21075.01,,,"DPD=197, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-04-10,2081.55,,,"DPD=172, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-04-10,2081.55,,,"DPD=172, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-04-10,2081.55,,,"DPD=172, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-04-10,2081.55,,,"DPD=172, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-04-10,2081.55,,,"DPD=172, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-04-10,2081.55,,,"DPD=172, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-04-10,2081.55,,,"DPD=172, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-04-10,2081.55,,,"DPD=172, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-05-12,16653.61,,,"DPD=140, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-05-12,16653.61,,,"DPD=140, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-05-12,16653.61,,,"DPD=140, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-05-12,16653.61,,,"DPD=140, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-05-12,16653.61,,,"DPD=140, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-05-12,16653.61,,,"DPD=140, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-05-12,16653.61,,,"DPD=140, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-05-12,16653.61,,,"DPD=140, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-06-14,5716.39,,,"DPD=107, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-06-14,5716.39,,,"DPD=107, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-06-14,5716.39,,,"DPD=107, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-06-14,5716.39,,,"DPD=107, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-06-14,5716.39,,,"DPD=107, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-06-14,5716.39,,,"DPD=107, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-06-14,5716.39,,,"DPD=107, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-06-14,5716.39,,,"DPD=107, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-07-17,14688.65,,,"DPD=74, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-07-17,14688.65,,,"DPD=74, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-07-17,14688.65,,,"DPD=74, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-07-17,14688.65,,,"DPD=74, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-07-17,14688.65,,,"DPD=74, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-07-17,14688.65,,,"DPD=74, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-07-17,14688.65,,,"DPD=74, Confidence=0.00"
Late,SU-POL1017,Sun Life,2025-07-17,14688.65,,,"DPD=74, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-01-11,3730.61,,,"DPD=261, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-01-11,3730.61,,,"DPD=261, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-01-11,3730.61,,,"DPD=261, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-01-11,3730.61,,,"DPD=261, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-01-11,3730.61,,,"DPD=261, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-01-11,3730.61,,,"DPD=261, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-01-11,3730.61,,,"DPD=261, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-01-11,3730.61,,,"DPD=261, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-02-12,14548.58,,,"DPD=229, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-02-12,14548.58,,,"DPD=229, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-02-12,14548.58,,,"DPD=229, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-02-12,14548.58,,,"DPD=229, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-02-12,14548.58,,,"DPD=229, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-02-12,14548.58,,,"DPD=229, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-02-12,14548.58,,,"DPD=229, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-02-12,14548.58,,,"DPD=229, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-03-15,15397.72,,,"DPD=198, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-03-15,15397.72,,,"DPD=198, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-03-15,15397.72,,,"DPD=198, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-03-15,15397.72,,,"DPD=198, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-03-15,15397.72,,,"DPD=198, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-03-15,15397.72,,,"DPD=198, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-03-15,15397.72,,,"DPD=198, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-03-15,15397.72,,,"DPD=198, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-04-12,11885.09,,,"DPD=170, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-04-12,11885.09,,,"DPD=170, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-04-12,11885.09,,,"DPD=170, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-04-12,11885.09,,,"DPD=170, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-04-12,11885.09,,,"DPD=170, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-04-12,11885.09,,,"DPD=170, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-04-12,11885.09,,,"DPD=170, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-04-12,11885.09,,,"DPD=170, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-05-10,9089.94,,,"DPD=142, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-05-10,9089.94,,,"DPD=142, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-05-10,9089.94,,,"DPD=142, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-05-10,9089.94,,,"DPD=142, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-05-10,9089.94,,,"DPD=142, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-05-10,9089.94,,,"DPD=142, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-05-10,9089.94,,,"DPD=142, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-05-10,9089.94,,,"DPD=142, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-06-10,22675.27,,,"DPD=111, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-06-10,22675.27,,,"DPD=111, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-06-10,22675.27,,,"DPD=111, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-06-10,22675.27,,,"DPD=111, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-06-10,22675.27,,,"DPD=111, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-06-10,22675.27,,,"DPD=111, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-06-10,22675.27,,,"DPD=111, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-06-10,22675.27,,,"DPD=111, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-07-13,17687.53,,,"DPD=78, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-07-13,17687.53,,,"DPD=78, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-07-13,17687.53,,,"DPD=78, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-07-13,17687.53,,,"DPD=78, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-07-13,17687.53,,,"DPD=78, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-07-13,17687.53,,,"DPD=78, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-07-13,17687.53,,,"DPD=78, Confidence=0.00"
Late,SU-POL1018,Sun Life,2025-07-13,17687.53,,,"DPD=78, Confidence=0.00"
Late,SU-POL1030,Sun Life,2025-01-16,10957.97,,,"DPD=256, Confidence=0.00"
Late,SU-POL1030,Sun Life,2025-01-16,10957.97,,,"DPD=256, Confidence=0.00"
Late,SU-POL1030,Sun Life,2025-01-16,10957.97,,,"DPD=256, Confidence=0.00"
Late,SU-POL1030,Sun Life,2025-01-16,10957.97,,,"DPD=256, Confidence=0.00"
Late,SU-POL1030,Sun Life,2025-01-16,10957.97,,,"DPD=256, Confidence=0.00"
Late,SU-POL1030,Sun Life,2025-01-16,10957.97,,,"DPD=256, Confidence=0.00"
Late,SU-POL1030,Sun Life,2025-01-16,10957.97,,,"DPD=256, Confidence=0.00"
Late,SU-POL1030,Sun Life,2025-01-16,10957.97,,,"DPD=256, Confidence=0.00"
Late,SU-POL1030,Sun Life,2025-02-19,23759.43,,,"DPD=222, Confidence=0.00"
Late,SU-POL1030,Sun Life,2025-02-19,23759.43,,,"DPD=222, Confidence=0.00"
